task_key,env_id,bucket,risk_score,session_count,review_priority,constant_type,constant,prompt_mentions_constant,likely_source_app,occurrence_count,verifier_line_numbers,verifier_context,derivability_question,prompt_preview
task_wzyfvolk6ou_n_1781623254240_0dboo0tpz__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,5.55,3,high,date,2025-11-02,False,harbor,7,244|249|390,"and p[""bank_account_id""] == bank_7001_id and p[""payment_date""] == ""2025-11-02"" ] || error_accumulator.append( f""[X] Expected 1 new payment for Gold Card from bank 7001 on 2025-11-02, found {len(matching_payments)}"" ) || (""payment_amount"", ...), (""payment_date"", ""2025-11-02""), (""payment_method"", ""bank_transfer""),","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?",I've processed the car rental booking for my business travels using my private Meridian Gold Card in 2025. Now I'd like to evaluate the costs to identify discrepancies for the car rental ...
task_xyxx2vpkrek_n_1781607774982_827vogeju__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,5.7,4,high,date,2025-11-05,False,harbor,7,679|680|856,"sched_date = rt.get(""scheduled_date"", """") if not sched_date or not sched_date.startswith(""2025-11-05""): error_accumulator.append(f""[X] Recurring transfer should start on 2025-11-05, got {sched_date}"") || if not sched_date or not sched_date.startswith(""2025-11-05""): error_accumulator.append(f""[X] Recurring transfer should start on 2025-11-05, got {sched_date}"") else: || (""status"", ""scheduled""), (""scheduled_date"", ""2025-11-05""), (""processed_date"", None),","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I have to pay some bills on Ledger, but before we proceed, I need to make sure my bank account is okay. Pay the full statement balance on my Meridian card from my Harbor account ending in..."
task_a4lvuekrrg41_n_1781625104938_1jypt6d1q__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,4.85,3,high,date,2025-10-14,False,harbor,6,449|451|452|454,"# Verify payment date is 2025-10-14 (current date) pay_date = payment.get(""payment_date"", """") or """" || pay_date = payment.get(""payment_date"", """") or """" if pay_date.startswith(""2025-10-14""): success_accumulator.append(""[C] Payment date is 2025-10-14"") || if pay_date.startswith(""2025-10-14""): success_accumulator.append(""[C] Payment date is 2025-10-14"") else:","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?",There is a flagged email in my inbox from Streambox Billing about the kids+ add-on. Review the email thread to confirm whether the cancellation of the kids+ add-on was processed before th...
task_aciujmz9mezm_n_1781614147545_wfutotlzb__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,5.3,3,high,date,2025-07-15,False,meridian,6,114|143,"# 90 days before 2025-10-14 is approximately 2025-07-16 if tx_date < ""2025-07-15"" or tx_date > ""2025-10-15"": error_accumulator.append( || if match and tx_date >= ""2025-07-15"" and tx_date <= ""2025-10-15"": all_merchant_txns.append(tx)","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I'd like to fix a few issues regarding my subscriptions across my accounts. Locate a subscription service in Harbor that I have been paying for since January 14, 2025, using the account w..."
task_aciujmz9mezm_n_1781614147545_wfutotlzb__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,5.3,3,high,date,2025-10-15,False,meridian,6,114|143,"# 90 days before 2025-10-14 is approximately 2025-07-16 if tx_date < ""2025-07-15"" or tx_date > ""2025-10-15"": error_accumulator.append( || if match and tx_date >= ""2025-07-15"" and tx_date <= ""2025-10-15"": all_merchant_txns.append(tx)","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I'd like to fix a few issues regarding my subscriptions across my accounts. Locate a subscription service in Harbor that I have been paying for since January 14, 2025, using the account w..."
task_fsuyzgz6ukz_n_1781813357938_znuj2mav1__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.3,2,high,date,2025-10-24,False,medora,6,290|292|293|295,"# Verify appointment date/time: Oct 24, latest slot = 2:00 PM (14:00) # start_time should contain 2025-10-24 and 14:00 start_time = appt.get(""start_time"", """") || start_time = appt.get(""start_time"", """") if ""2025-10-24"" not in start_time: error_accumulator.append(f""[X] Appointment should be on 2025-10-24, got start_time: {start_time}"") || if ""2025-10-24"" not in start_time: error_accumulator.append(f""[X] Appointment should be on 2025-10-24, got start_time: {start_time}"") else:","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I need to schedule my daughter's new doctor appointment and then notify her school in case I need to pick her up early. In Medora, find me a sports medicine specialist based in NY who is ..."
task_gampgh8hlqfg_n_1781563169358_n78f9pl7a__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,5.25,3,high,date,2025-10-14,False,harbor,6,765|815,"(""status"", ""active""), (""opened_date"", ""2025-10-14""), (""closed_date"", None), || (""auth_date"", None), (""post_date"", ""2025-10-14""), (""metadata"", None),","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","Hi, I want to put my idle checking cash to better use by opening a new savings account and moving my surplus into it, while keeping a cushion in checking. Work only on my own accounts. In..."
task_gampgh8hlqfg_n_1781563169358_n78f9pl7a__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,5.25,3,high,date,2025-12-02,False,harbor,6,146|148|149|151,"# For all-day events, end date should be the next day (2025-12-02) end_dt = event.get(""endDateTime"", """") || end_dt = event.get(""endDateTime"", """") if end_dt.startswith(""2025-12-02""): success_accumulator.append(""[C] Event end date is 2025-12-02 (correct for all-day)"") || if end_dt.startswith(""2025-12-02""): success_accumulator.append(""[C] Event end date is 2025-12-02 (correct for all-day)"") else:","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","Hi, I want to put my idle checking cash to better use by opening a new savings account and moving my surplus into it, while keeping a cushion in checking. Work only on my own accounts. In..."
task_gzfi707kvol_n_1781704422674_gfo0jcyd6__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,5.55,3,high,date,2025-10-01,False,meridian,6,123|126,"google_txns = current.table(""transaction_record"").ilike(""merchant_name"", ""%Google Workspace%"").eq(""transaction_type"", ""purchase"").all() google_oct = [t for t in google_txns if t.get(""transaction_date"", """") >= ""2025-10... || att_txns = current.table(""transaction_record"").ilike(""merchant_name"", ""%AT%T%"").eq(""transaction_type"", ""purchase"").all() att_oct = [t for t in att_txns if t.get(""transaction_date"", """") >= ""2025-10-01""]","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?",I have been meaning to put my Meridian rewards points to use. Head into my Meridian card's Rewards & Benefits section and redeem enough points to get a statement credit that covers the co...
task_hwru6v23mgqk_n_1781583553803_tvree3bhw__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.45,4,high,date,2025-10-25,False,medora,6,418|425,"start_dt = event.get(""startDateTime"", """") if ""2025-10-25"" in start_dt and ""11:30"" in start_dt: success_accumulator.append(""[C] Flu vaccine event start time correctly moved to 11:30 on Oct 25"") || end_dt = event.get(""endDateTime"", """") if ""2025-10-25"" in end_dt and ""12:00"" in end_dt: success_accumulator.append(""[C] Flu vaccine event end time correctly moved to 12:00 on Oct 25"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?",I've just had a phone call from Wellspring Pharmacy. They've had to move the kid's flu vaccines half an hour later. Look on the Latch calendar. Find the correct date in October and adjust...
task_hwru6v23mgqk_n_1781583553803_tvree3bhw__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.45,4,high,date,Oct 15,False,medora,6,467|468|469|471,"# Should mention Oct 15 if normalized_contains(""Oct 15"", body) or normalized_contains(""October 15"", body): || # Should mention Oct 15 if normalized_contains(""Oct 15"", body) or normalized_contains(""October 15"", body): success_accumulator.append(""[C] Email body contains appointment date (Oct 15)"") || if normalized_contains(""Oct 15"", body) or normalized_contains(""October 15"", body): success_accumulator.append(""[C] Email body contains appointment date (Oct 15)"") else:","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?",I've just had a phone call from Wellspring Pharmacy. They've had to move the kid's flu vaccines half an hour later. Look on the Latch calendar. Find the correct date in October and adjust...
task_kfcogktbfqk_n_1781567306736_sa4uhfcr0__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,5.3,2,high,date,2025-10-14,False,meridian,6,264|342,"(""status"", ""active""), (""opened_date"", ""2025-10-14""), (""closed_date"", None), || (""auth_date"", None), (""post_date"", ""2025-10-14""), (""metadata"", None),","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","We are pausing and cancelling some recurring transactions before we change our bank accounts and inform our team of the changes. In Ledger, if any recurring transactions have an amount hi..."
task_neaoewkstztp_n_1781709394741_bz30le192__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.15,3,high,date,2025-10-17,False,medora,6,356|524|526|527,"# The task requires updating event 9006 (LabCorp fasting lab draw) to start at 9:00 AM # on 2025-10-17 with a 30-minute duration (ending at 9:30 AM) event_id = 9006 || # Verify the new start_time is 2025-10-17 09:00 (after 8:30 AM on Oct 17) start_time = appt_912.get(""start_time"", """") || start_time = appt_912.get(""start_time"", """") if not normalized_contains(""2025-10-17"", start_time): error_accumulator.append(f""[X] Appointment 912 start_time should be on 2025-10-17, got {start_time}"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I have an appointment on Friday, October 17, for some fasting blood work, but now I need to drop something off for a client that morning. I need to move the appointment just a little late..."
task_qqw5s0bticxb_n_1781745228350_mp9uiwa60__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.6,3,high,date,10/21,False,medora,6,593|594|595|597,"# Check date reference (10/21 based on the appointments) if normalized_contains(""10/21"", body) or normalized_contains(""10 21"", body): || # Check date reference (10/21 based on the appointments) if normalized_contains(""10/21"", body) or normalized_contains(""10 21"", body): success_accumulator.append(""[C] Email body contains appointment date 10/21"") || if normalized_contains(""10/21"", body) or normalized_contains(""10 21"", body): success_accumulator.append(""[C] Email body contains appointment date 10/21"") else:","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?",It's that time of year to get the kids yearly check up scheduled. I want both appointments booked through Lifeline. Let's start with Lena. Book her an annual checkup with a doctor who spe...
task_t57vgrlqz6jm_n_1781707053974_na8pxma20__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.55,2,high,date,2025-11-07,False,medora,6,128|201,"# Follow-up: Nov 7, 2025 at 3:00 PM elif ""2025-11-07"" in start and ""T15:00"" in start: followup_event = event || end_time = followup_event.get(""endDateTime"", """") if ""2025-11-07"" in end_time: success_accumulator.append(""[C] Follow-up event ends on Nov 7"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I really need to see my dermatologist. The mole is looking worse and I can't wait until my next appointment. Open Latch and send my dermatologist's office an email titled ""Mole is looking..."
task_t57vgrlqz6jm_n_1781707053974_na8pxma20__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.55,2,high,date,Dec 2,False,medora,6,85|87|88|90,"# Check that the original appointment date/time from Medora is mentioned # From the medora diff, the original appointment was 2025-12-02 at 09:30 (Tue, Dec 2 at 9:30 AM) # The email should include this date/time info || # The email should include this date/time info if normalized_contains(""Dec 2"", body) or normalized_contains(""December 2"", body): success_accumulator.append(""[C] Email body references original Medora appointment date (... || if normalized_contains(""Dec 2"", body) or normalized_contains(""December 2"", body): success_accumulator.append(""[C] Email body references original Medora appointment date (Dec 2)"") else:","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I really need to see my dermatologist. The mole is looking worse and I can't wait until my next appointment. Open Latch and send my dermatologist's office an email titled ""Mole is looking..."
task_trdudiabd5z_n_1781192236960_th7ebsqo0__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,6.45,3,high,date,2026-01-01,False,meridian,6,587|589|590|592,"# Start date should be 2026-01-01 start_date = (rt.get(""start_date"") or """")[:10] || start_date = (rt.get(""start_date"") or """")[:10] if start_date == ""2026-01-01"": success_accumulator.append(""[C] Recurring transaction start date is 2026-01-01"") || if start_date == ""2026-01-01"": success_accumulator.append(""[C] Recurring transaction start date is 2026-01-01"") else:","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?",I would like to set up a cash buffer account in Bank of Harbor that is paid every month from Ledger. Please open a new checking account to be funded by my existing checking account named ...
task_wnuhfkeq4tba_n_1781654326047_mx50mvgar__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,5.85,3,high,date,2025-10-20,False,medora,6,606|608|614|616,"# Verify preferred first payment date is the requested next Monday: 2025-10-20 has_first_payment_date = ( || has_first_payment_date = ( normalized_contains(""2025-10-20"", context) or normalized_contains(""10/20/2025"", context) || if has_first_payment_date: success_accumulator.append(""[C] Application context mentions preferred first payment date 2025-10-20"") else:","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","In Lifeline, send a message to my primary care practice about a medical question. Use the name of my most recent medical test as the subject, and ""Urgent"" as the priority. In the message ..."
task_wtpi3pn8pv6_n_1781672974529_n6rqfckgp__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.8,3,high,date,Oct 17,False,medora,6,415|416|417|419,"success_accumulator.append(""[C] Reply mentions 'canceled'"") # Should mention the appointment date (Oct 17 based on diff) if not normalized_contains(""Oct 17"", reply_body): || # Should mention the appointment date (Oct 17 based on diff) if not normalized_contains(""Oct 17"", reply_body): error_accumulator.append(""[X] Reply should mention 'Oct 17' (date of canceled appointment)"") || if not normalized_contains(""Oct 17"", reply_body): error_accumulator.append(""[X] Reply should mention 'Oct 17' (date of canceled appointment)"") else:","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","Request a 3-month refill for the nasal spray prescription in Lifeline. Send a message to the primary care team: ""I have just requested a refill for the [Dosage value] nasal spray."" Set su..."
task_zzdyo2zhpguz_n_1781542254398_7xps2xehr__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,6.6,3,high,date,2025-10-14,False,harbor,6,460|543,"# Verify date reference (10/14/2025) if normalized_contains(""10/14/2025"", reply_body) or normalized_contains(""2025-10-14"", reply_body): success_accumulator.append(""[C] Reply contains due date 10/14/2025"") || due_date = task.get(""dueDateTime"") if due_date and ""2025-10-14"" in str(due_date): success_accumulator.append(""[C] Task due date is 10/14/2025"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","In Latch Mail, find the newest flagged bank-feed suggestion thread from Ledger Bank Feed. Use the invoice ID mentioned in that thread to open the matching invoice in Ledger. If the invoic..."
task_bboaxxjxlmtt_n_1781300069521_8ef552b6o__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,5.5,3,high,date,2025-10-10,False,communications,5,167|168|170,"# Payment date should be Oct 10, 2025 (date the email notification was received) if not (pmt.get(""payment_date"") or """").startswith(""2025-10-10""): error_accumulator.append(f""[X] Payment date should be 2025-10-10, got: ... || if not (pmt.get(""payment_date"") or """").startswith(""2025-10-10""): error_accumulator.append(f""[X] Payment date should be 2025-10-10, got: {pmt.get('payment_date')}"") else: || else: success_accumulator.append(""[C] Payment date is 2025-10-10"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I received an email notification on Latch from Ledger Bank Feed regarding a deposit being posted in my Ledger bank account on Oct 10, 2025. I do not remember the full content of the email..."
task_f8ccwadvsmw3_n_1781551253856_utpj78fxc__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,5.15,2,high,date,10/20,False,medora,5,172|173|185,"if expected_appt_date_mmdd is None: # Fallback: from the diff we know the correct date is 10/20 expected_appt_date_mmdd = ""10/20"" || # Fallback: from the diff we know the correct date is 10/20 expected_appt_date_mmdd = ""10/20"" || and normalized_contains(""new coverage information"", body)): # Check for the specific appointment date (e.g. ""10/20"") if normalized_contains(expected_appt_date_mmdd, body):","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","In Lifeline, pay my full billing summary balance using a different payment method of a credit card with my spouse's first and last name as the Cardholder Name. Ensure that the Card Number..."
task_fhjg0rigjp_n_1781305720949_pfvm59hfc__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,5.4,3,high,date,2025-10-14,False,harbor,5,174|175|177,"payment_date = payment.get(""payment_date"") or """" if not payment_date.startswith(""2025-10-14""): error_accumulator.append(f""[X] Payment date should be 2025-10-14, got: {payment_date}"") || if not payment_date.startswith(""2025-10-14""): error_accumulator.append(f""[X] Payment date should be 2025-10-14, got: {payment_date}"") else: || else: success_accumulator.append(""[C] Payment date is 2025-10-14"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","We have an overdue bill to pay in Ledger. But we don't have the bill's vendor added as a recipient in Harbor. So, add the vendor as a Wire/ACH recipient in Harbor. Make sure to select the..."
task_gampgh8hlqfg_n_1781563169358_n78f9pl7a__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,5.25,3,high,date,2025-12-01,False,harbor,5,141|142|144,"start_dt = event.get(""startDateTime"", """") if start_dt.startswith(""2025-12-01""): success_accumulator.append(""[C] Event starts on 2025-12-01"") || if start_dt.startswith(""2025-12-01""): success_accumulator.append(""[C] Event starts on 2025-12-01"") else: || else: error_accumulator.append(f""[X] Event start date should be 2025-12-01, got: {start_dt}"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","Hi, I want to put my idle checking cash to better use by opening a new savings account and moving my surplus into it, while keeping a cushion in checking. Work only on my own accounts. In..."
task_hwru6v23mgqk_n_1781583553803_tvree3bhw__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.45,4,high,date,2025-10-15,False,medora,5,52|53|55,"scheduled_at = appt.get(""scheduled_at"", """") if ""2025-10-15"" not in scheduled_at: error_accumulator.append(f""[X] Appointment should be on 2025-10-15, got '{scheduled_at}'"") || if ""2025-10-15"" not in scheduled_at: error_accumulator.append(f""[X] Appointment should be on 2025-10-15, got '{scheduled_at}'"") else: || else: success_accumulator.append(""[C] Appointment is scheduled on 2025-10-15"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?",I've just had a phone call from Wellspring Pharmacy. They've had to move the kid's flu vaccines half an hour later. Look on the Latch calendar. Find the correct date in October and adjust...
task_igpndla7ffq_n_1781736164354_kdb59x0wl__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.55,4,high,date,2025-10-15,False,medora,5,317|318|320,"# Verify date is 10/15 if not normalized_contains(""2025-10-15"", dental_appt.get(""start_time"", """")): error_accumulator.append(f""[X] Dental appointment should be on 2025-10-15, got {dental_appt.get('start_time')}"") || if not normalized_contains(""2025-10-15"", dental_appt.get(""start_time"", """")): error_accumulator.append(f""[X] Dental appointment should be on 2025-10-15, got {dental_appt.get('start_time')}"") else: || else: success_accumulator.append(""[C] Dental appointment is on 2025-10-15"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I’m out in Raleigh, NC for work, nursing a jaw that feels like it’s about to split open. Because I don't have dental insurance, I've spent the evening scrolling through policy details thr..."
task_igpndla7ffq_n_1781736164354_kdb59x0wl__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.55,4,high,date,2025-10-20,False,medora,5,358|359|361,"# Verify date is 10/20 if not normalized_contains(""2025-10-20"", pcp_appt.get(""start_time"", """")): error_accumulator.append(f""[X] PCP appointment should be on 2025-10-20, got {pcp_appt.get('start_time')}"") || if not normalized_contains(""2025-10-20"", pcp_appt.get(""start_time"", """")): error_accumulator.append(f""[X] PCP appointment should be on 2025-10-20, got {pcp_appt.get('start_time')}"") else: || else: success_accumulator.append(""[C] PCP appointment is on 2025-10-20"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I’m out in Raleigh, NC for work, nursing a jaw that feels like it’s about to split open. Because I don't have dental insurance, I've spent the evening scrolling through policy details thr..."
task_ih9lhycmjcp9_n_1781526798826_m76xz2lvt__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.95,3,high,date,"October 17, 2025",False,medora,5,289|737|740|824|827,"# Verify appointment date is October 17, 2025 (Friday - when user is in St. Louis) # User flies to St. Louis at 4 AM on Oct 17, so appointment on Oct 17 is correct || # Verify date is October 17, 2025 (Friday - St. Louis) start_dt = appointment_event.get(""startDateTime"", """") || if ""2025-10-17"" in start_dt: success_accumulator.append(""[C] Appointment is on October 17, 2025"") else:","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?",My wisdom tooth is driving me insane and I’ve been holding off having it checked out. I need you to schedule an appointment with a dentist for me in Medora. I will be in Phoenix on Wednes...
task_iyzvzskxeh1_n_1781355205206_8alcjhsat__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,4.25,2,high,date,Oct 1,False,meridian,5,102|111|127|142|152,"# ======================================================================== # Step 2: Find all purchases on the Gold Card since Oct 1 that are > $400 # and NOT refunds/credits/negative amounts. || # Filter: since Oct 1 (>= 2025-10-01), purchases (amount > 0), over $400 qualifying_txn_ids = set() || # Must be on or after Oct 1 if txn_date < ""2025-10-01"":","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?",I need to review the Meridian Gold Card and go through all the transactions since October 1. I have to find all the purchases that're over $400. I will not include any refunds or credits ...
task_jvy4bkjj1ixq_n_1781558059501_bk5co0hes__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,5.1,3,high,date,2012-08-27,False,medora,5,337|338|340,"else: if lena_fm.get(""date_of_birth"") != ""2012-08-27"": error_accumulator.append(f""[X] Lena Rivera DOB should be 2012-08-27, got {lena_fm.get('date_of_birth')}"") || if lena_fm.get(""date_of_birth"") != ""2012-08-27"": error_accumulator.append(f""[X] Lena Rivera DOB should be 2012-08-27, got {lena_fm.get('date_of_birth')}"") else: || else: success_accumulator.append(""[C] Lena Rivera DOB is correct (2012-08-27)"") if lena_fm.get(""sex"") != ""female"":","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I want to review and renew prescriptions for myself and Lena Rivera. I also need to find a new doctor for the kids since their old doctor is now out of network, and I would like to make a..."
task_jvy4bkjj1ixq_n_1781558059501_bk5co0hes__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,5.1,3,high,date,2015-06-14,False,medora,5,355|356|358,"else: if omar_fm.get(""date_of_birth"") != ""2015-06-14"": error_accumulator.append(f""[X] Omar Pierce DOB should be 2015-06-14, got {omar_fm.get('date_of_birth')}"") || if omar_fm.get(""date_of_birth"") != ""2015-06-14"": error_accumulator.append(f""[X] Omar Pierce DOB should be 2015-06-14, got {omar_fm.get('date_of_birth')}"") else: || else: success_accumulator.append(""[C] Omar Pierce DOB is correct (2015-06-14)"") if omar_fm.get(""sex"") != ""male"":","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I want to review and renew prescriptions for myself and Lena Rivera. I also need to find a new doctor for the kids since their old doctor is now out of network, and I would like to make a..."
task_lnv3r6w4u6iw_n_1781539547160_6dwm9mowg__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,4.65,3,high,date,10/15/2025,False,lifeline,5,669|673|676,"# Check for date in MM/DD/YYYY format - should be 10/15/2025 or 10/15/2026 # The Lifeline appointment is scheduled for 2025-10-15, so the date displayed should match || # We check for the date that matches what was actually booked if normalized_contains(""10/15/2025"", desc_to_check) or normalized_contains(""10/15/2026"", desc_to_check): success_accumulator.append(""[C] Description contai... || else: error_accumulator.append(""[X] Description missing appointment date in MM/DD/YYYY format (expected 10/15/2025 or 10/15/2026)"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I recently realized that I have been putting off a few healthcare-related tasks and would like to get everything organized at once. Before scheduling any new appointments, I want to make ..."
task_lnv3r6w4u6iw_n_1781539547160_6dwm9mowg__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,4.65,3,high,date,10/15/2026,False,lifeline,5,669|673|676,"# Check for date in MM/DD/YYYY format - should be 10/15/2025 or 10/15/2026 # The Lifeline appointment is scheduled for 2025-10-15, so the date displayed should match || # We check for the date that matches what was actually booked if normalized_contains(""10/15/2025"", desc_to_check) or normalized_contains(""10/15/2026"", desc_to_check): success_accumulator.append(""[C] Description contai... || else: error_accumulator.append(""[X] Description missing appointment date in MM/DD/YYYY format (expected 10/15/2025 or 10/15/2026)"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I recently realized that I have been putting off a few healthcare-related tasks and would like to get everything organized at once. Before scheduling any new appointments, I want to make ..."
task_pmhe0agibuk_n_1781683133219_1h255c71z__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,4.55,4,high,date,11/03/2025,False,medora,5,160|161|162,"# Verify the message mentions appointment info (date should be within vacation range) # From the diff, the appointment during vacation is on 11/03/2025 if normalized_contains(""11/03/2025"", msg_body): || # From the diff, the appointment during vacation is on 11/03/2025 if normalized_contains(""11/03/2025"", msg_body): success_accumulator.append(""[C] Portal message mentions appointment date 11/03/2025"") || if normalized_contains(""11/03/2025"", msg_body): success_accumulator.append(""[C] Portal message mentions appointment date 11/03/2025"") else:","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?",My husband and I are going on vacation to Cancun for 2 weeks from 10/24/2025 to 11/07/2025. We are a week away from heading to vacation and I need to make sure I sort out the appointments...
task_pmklilrpcia_n_1781549190432_1vim7mfdd__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,6.75,3,high,date,2025-10-12,False,ledger,5,229|232|233,"# Verify all bills have bill_date = 2025-10-12 for b in new_bills: || bill_date = (b.get(""bill_date"") or """") if not bill_date.startswith(""2025-10-12""): error_accumulator.append(f""[X] Bill {b['id']} has bill_date '{bill_date}', expected '2025-10-12'"") || if not bill_date.startswith(""2025-10-12""): error_accumulator.append(f""[X] Bill {b['id']} has bill_date '{bill_date}', expected '2025-10-12'"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I had several home inspection and deep cleaning services completed on October 12, 2025. I now need to add those vendors to the invoicing app and log new bills for the payments I made for ..."
task_qoid9seiprtv_n_1781199097134_37fo7n93b__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,6.35,3,high,date,2025-10-18,False,meridian,5,693|697|700,"# Verify the date is October 18, 2025 (the statement due date from Meridian) # For an all-day event, startDateTime should be on 2025-10-18 and endDateTime on 2025-10-19 start_dt = new_event.get(""startDateTime"", """") || if ""2025-10-18"" in start_dt: success_accumulator.append(f""[C] Event start date is October 18, 2025: {start_dt}"") || else: error_accumulator.append(f""[X] Event start date should be 2025-10-18, got: {start_dt}"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","Hi, it's Maya. I need to clear my Meridian Gold Card statement in full while keeping my checking cushion intact. It runs across Meridian, Harbor, Ledger, and Fakelook. First, the card. In..."
task_qoid9seiprtv_n_1781199097134_37fo7n93b__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,6.35,3,high,date,2025-10-19,False,meridian,5,693|702|705,"# Verify the date is October 18, 2025 (the statement due date from Meridian) # For an all-day event, startDateTime should be on 2025-10-18 and endDateTime on 2025-10-19 start_dt = new_event.get(""startDateTime"", """") || if ""2025-10-19"" in end_dt: success_accumulator.append(f""[C] Event end date is October 19, 2025: {end_dt}"") || else: error_accumulator.append(f""[X] Event end date should be 2025-10-19 for all-day event, got: {end_dt}"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","Hi, it's Maya. I need to clear my Meridian Gold Card statement in full while keeping my checking cushion intact. It runs across Meridian, Harbor, Ledger, and Fakelook. First, the card. In..."
